text,id,cleaned_text,topic,Subjectivity,Polarity,Analysis
Nature day #BiodiversityisOurLife and #ClimateJusticeNow go together with inequalities in fragile #globalsouth at community level needing to be reconciled https://t.co/FgTymvcrdw,1457044953461370883,nature day biodiversityisourlife climatejusticenow go together inequality fragile globalsouth community level needing reconciled,"inequality, amp, covid, health, poverty, social, pandemic, new, income, u",0.5,0.0,Neutral
"One of the things Iâm most excited about in the infrastructure bill is the broadband thing. Itâs a huge driver of inequality that is easy not to see, esp if youâve always lived somewhere with good access to good internet connection",1457044746384203781,one thing excited infrastructure bill broadband thing huge driver inequality easy see esp always lived somewhere good access good internet connection,"inequality, people, make, one, would, wealth, economic, tax, income, racism",0.7366666666666667,0.5216666666666667,Positive
"@CharlesPPierce I agree with him ð¯%. His comment on 'wokeness' was asinine, stupid and insulting. If not wanting to be treated like a criminal because of the color of my skin by law enforcement and saying it out loud or speaking out about structural inequality makes us 'woke', then woke I am.",1457044410462507019,charlesppierce agree comment wokeness asinine stupid insulting wanting treated like criminal color skin law enforcement saying loud speaking structural inequality make u woke woke,"inequality, amp, covid, health, poverty, social, pandemic, new, income, u",0.8374999999999999,-0.5249999999999999,Negative
"@mattprescott Public health/promotion? Never really knew they existed before covid! do away with this levelling up cough handouts for mates cough BS- health inequality fund to reduce severe disease exacerbated by poverty eg diet, poor housing,work stress &amp; injury, clean air, green spaces etc",1457044064977756160,mattprescott public health promotion never really knew existed covid away levelling cough handout mate cough b health inequality fund reduce severe disease exacerbated poverty eg diet poor housing work stress amp injury clean air green space etc,"inequality, amp, covid, health, poverty, social, pandemic, new, income, u",0.3733333333333334,-0.06666666666666667,Negative
"@NYCMayor will AT All COSTS use ANY method 2 provide the BARE MIN Resources 2 @nycpsal ðââï¸including PSAL ONLY COVID Restrictions which promote segregation,inequality &amp; cause irreparable harm.The SCARY part is he no longer Denies or Lies about IT while @NYCCouncil Remains SILENTð¤ https://t.co/VZoCTxVNNL",1457044009772363779,nycmayor cost use method provide bare min resource nycpsal including psal covid restriction promote segregation inequality amp irreparable harm scary part longer denies lie nyccouncil remains silent,"inequality, amp, covid, health, poverty, social, pandemic, new, income, u",0.4000000000000001,-0.15,Negative
"@mogwaipilled @EstJuly1992 @SlimGuyYaDig @srslyberserk If you think students will get a ""freebie"" by having their loans wiped, wait 40-50 years and see what the true cost of that ""freebie"" was.

Fixing income inequality (&amp; tuition/loans racket as a whole) should be focus. Otherwise, you're just passing the same problem to next gen.",1457043770436898825,mogwaipilled estjuly slimguyyadig srslyberserk think student get freebie loan wiped wait year see true cost freebie fixing income inequality amp tuition loan racket whole focus otherwise passing problem next gen,"inequality, climate, amp, racial, change, must, history, cop, income, gender",0.35000000000000003,0.18333333333333335,Positive
"South Dakota  now one of world's best tax havens that super-rich love that will further drive inequality and damage what's left of democracy in America  https://t.co/xPn1PHi9nA 
Wismer: I donât think there's 100 people in this state who understand ramifications of what weâve done",1457043631747977219,south dakota one world best tax haven super rich love drive inequality damage left democracy america wismer think people state understand ramification done,"inequality, amp, gender, people, health, woman, climate, one, change, signing",0.46333333333333326,0.4416666666666666,Positive
How Wealth Inequality Spiraled Out of Control | Robert Reich https://t.co/hIMUExtREv via @YouTube,1457043342886268938,wealth inequality spiraled control robert reich via youtube,"inequality, wealth, u, social, people, like, amp, class, america, health",0.0,0.0,Neutral
"@drawyourdog @JamesCallExpert @JStein_WaPo Compared to the nothing weâve had for decades, the drastic income inequality and the climate emergency itâs not enough. You canât convince people they have enough when they do not. They live it and know better so stop looking down your nose at those sayings itâs not enough.",1457043325131935744,drawyourdog jamescallexpert jstein wapo compared nothing decade drastic income inequality climate emergency enough convince people enough live know better stop looking nose saying enough,"inequality, people, make, one, would, wealth, economic, tax, income, racism",0.5,0.12727272727272726,Positive
"shoplifters by hirokazu kore-eda

probably my favorite kore-eda movie. a perfect depiction of inequality, unemployment and traditional family values in modern japan",1457043305703825412,shoplifter hirokazu kore eda probably favorite kore eda movie perfect depiction inequality unemployment traditional family value modern japan,"inequality, amp, covid, health, poverty, social, pandemic, new, income, u",0.7625,0.425,Positive
"@AaronParnas Every day, there's more horrible happenings that far outweigh @Kaepernick7 kneeling to call attention to the issues of racial inequality and police brutality/killing of black people and POC. 

I thought it would be poetic justice, if he was hired as the Raider's coach.",1457043246425808902,aaronparnas every day horrible happening far outweigh kaepernick kneeling call attention issue racial inequality police brutality killing black people poc thought would poetic justice hired raider coach,"inequality, climate, amp, racial, change, must, history, cop, income, gender",0.7958333333333334,-0.17291666666666666,Negative
"Tbh if you're a white professional in a field like I am(accounting) and you don't offer ANY pro bono services, you help to uphold economic inequality and systemic racism.. you can literally fucking write them off on your taxes if you're so dedicated to the bag",1457043127210954758,honest white professional field like accounting offer pro bono service help uphold economic inequality systemic racism literally fucking write tax dedicated bag,"inequality, climate, amp, racial, change, must, history, cop, income, gender",0.4,0.059999999999999984,Positive
"@RufusTFirefly42 @henchnips @Justin11914590 @Ilhan Good thing we changed all that. Now everything is going great and income inequality has been eliminated. Wait, it couldnât be that you donât understand this stuff, could it?",1457043119598407685,rufustfirefly henchnips justin ilhan good thing changed everything going great income inequality eliminated wait understand stuff could,"inequality, amp, gender, people, health, woman, climate, one, change, signing",0.675,0.75,Positive
Climate Change measures can unintentionally widen pre existing inequalities - disabled people werenât starting from the same playing field as non disabled people as demonstrated over the last 19 months of #COVID19 #SameStormDifferentBoats #SuperchargedInequalities,1457043002015223809,climate change measure unintentionally widen pre existing inequality disabled people starting playing field non disabled people demonstrated last month covid samestormdifferentboats superchargedinequalities,"inequality, amp, gender, people, health, woman, climate, one, change, signing",0.19166666666666665,-0.1,Negative
#KyrstenSinemaâs 'look at me' Style Keeps Us Guessing. (No wonder she needs the lobbyist payoffs.) #inequality  https://t.co/sSkyRKMA0y,1457042995413454848,kyrstensinema look style keep u guessing wonder need lobbyist payoff inequality,"inequality, amp, covid, health, poverty, social, pandemic, new, income, u",0.0,0.0,Neutral
@syedahiranaqvii Shameful practice of inequality. I hope muslim men will also become more handsome by wearing hijab,1457042731109273604,syedahiranaqvii shameful practice inequality hope muslim men also become handsome wearing hijab,"inequality, amp, gender, people, health, woman, climate, one, change, signing",1.0,0.5,Positive
"The American Empire will not be destroyed by another nation, but from the enemy within: unbridled capitalism

Richard D. Wolff @profwolff

Why the Troubled U.S. Empire Could Quickly Fall Apart

https://t.co/2GXNaaFr54

#USA #Crisis #economics #inequality #DemocracyUnderThreat https://t.co/JzsXbCRq7o",1457042690487504899,american empire destroyed another nation enemy within unbridled capitalism richard wolff profwolff troubled empire could quickly fall apart usa crisis economics inequality democracyunderthreat,"inequality, wealth, u, social, people, like, amp, class, america, health",0.5,-0.05555555555555556,Negative
"I'm curious, what do think of Tom's thoughts here?  There are basic inequalities in a system that does not reward the loyalty and creativeness of others.  Yes?  Please comment..

https://t.co/817qxo03hR",1457042489525915654,curious think tom thought basic inequality system reward loyalty creativeness others yes please comment,"inequality, wealth, u, social, people, like, amp, class, america, health",0.5625,-0.05,Negative
@Muaazkhankamboh Shameful practice of inequality. I hope muslim men will also become more handsome by wearing a hijab,1457042433984765952,muaazkhankamboh shameful practice inequality hope muslim men also become handsome wearing hijab,"inequality, amp, gender, people, health, woman, climate, one, change, signing",1.0,0.5,Positive
"If ideology was ever a person ð¤¦ââï¸

This article is solely focused on capitalism &amp; conservatism. It completely disregards the inequalities they bring &amp; the benefits of socialist policies

Neither capitalism nor socialism are perfect - but both can work together - look at New Labour https://t.co/wRWL86uodv",1457042421607505924,ideology ever person article solely focused capitalism amp conservatism completely disregard inequality bring amp benefit socialist policy neither capitalism socialism perfect work together look new labour,"inequality, wealth, u, social, people, like, amp, class, america, health",0.6181818181818182,0.4121212121212121,Positive
"@Calif0rnio Well, the stock market is inflation and mostly is increasing wealth inequality but the GOP is cool with wealth inequality",1457042357753245696,calif rnio well stock market inflation mostly increasing wealth inequality gop cool wealth inequality,"inequality, wealth, u, social, people, like, amp, class, america, health",0.575,0.425,Positive
"@denialmustend Aah yes, a perfect example of ""colourblind racism"", choosing to not see race or skin color &amp; by doing so also ignoring the overt racial disparities, inequality, history of violence &amp; *current trauma* perpetuated here in South Africa. Putting his fingers in his ears &amp; humming...",1457042273670205443,denialmustend aah yes perfect example colourblind racism choosing see race skin color amp also ignoring overt racial disparity inequality history violence amp current trauma perpetuated south africa putting finger ear amp humming,"inequality, amp, gender, people, health, woman, climate, one, change, signing",0.7,0.5,Positive
"@askRaziel Shameful practice of inequality. I hope muslim men will also ""protect"" themselves by that purdah, and muslim men have been killing each other in many regions",1457042201683247105,askraziel shameful practice inequality hope muslim men also protect purdah muslim men killing many region,"inequality, amp, gender, people, health, woman, climate, one, change, signing",0.5,0.5,Positive
